-0.4621	0.8827	-0.0851	9649	5906	0
-0.4866	0.8074	-0.3338	9714	5722.5	0
-0.4779	0.677	-0.5598	9817.5	5503	0
-0.4366	0.5004	-0.7476	9798.5	5473	0
-0.3656	0.2898	-0.8845	9594.5	5584	0
-0.2697	0.0594	-0.9611	9547.5	5844.5	0
-0.1554	-0.175	-0.9722	9515	5893	0
-0.0305	-0.3975	-0.9171	9587.5	0	0
0.0965	-0.5929	-0.7994	9732.5	5419.5	0
0.2169	-0.7479	-0.6273	9819.5	5395	0
0.3225	-0.852	-0.4125	9778.5	5684	0
0.4061	-0.898	-0.1695	9599.5	5885	0
